Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      80/240         alglib_impl::ae_vector_clear(alglib_impl::ae_vector*) [98]
                0.00    0.00      80/2720        alglib_impl::ae_vector_init(alglib_impl::ae_vector*, long, long, alglib_impl::ae_state*, bool) [75]
                0.00    0.00      80/80          alglib_impl::ae_maxint(long, long, alglib_impl::ae_state*) [137]
                0.00    0.00      80/80          alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
                0.00    0.00      80/1760        alglib_impl::ae_frame_leave(alglib_impl::ae_state*) [79]
-----------------------------------------------
                0.00    0.00      80/80          alglib::rmatrixsolve(alglib::real_2d_array const&, long, alglib::real_1d_array const&, long&, alglib::densesolverreport&, alglib::real_1d_array&, alglib::xparams) [140]
[130]    0.0    0.00    0.00      80         alglib_impl::rmatrixsolve(alglib_impl::ae_matrix*, long, alglib_impl::ae_vector*, long*, alglib_impl::densesolverreport*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [130]
                0.00    0.00     160/6480        alglib_impl::ae_malloc(unsigned long, alglib_impl::ae_state*) [62]
                0.00    0.00     160/400         alglib_impl::ae_matrix_init(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_state*, bool) [93]
                0.00    0.00     160/53760       alglib_impl::ae_v_len(long, long) [41]
                0.00    0.00     160/6480        alglib_impl::ae_v_move(double*, long, double const*, long, long) [63]
                0.00    0.00      80/1760        alglib_impl::ae_frame_make(alglib_impl::ae_state*, alglib_impl::ae_frame*) [78]
                0.00    0.00      80/240         alglib_impl::ae_vector_clear(alglib_impl::ae_vector*) [98]
                0.00    0.00      80/400         alglib_impl::ae_touch_ptr(void*) [92]
                0.00    0.00      80/240         alglib_impl::ae_matrix_set_length(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [101]
                0.00    0.00      80/80          alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
                0.00    0.00      80/3280        alglib_impl::ae_vector_set_length(alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [69]
                0.00    0.00      80/1760        alglib_impl::ae_frame_leave(alglib_impl::ae_state*) [79]
-----------------------------------------------
                0.00    0.00      80/80          alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
[131]    0.0    0.00    0.00      80         alglib_impl::rmatrixplumkl(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [131]
-----------------------------------------------
                0.00    0.00      80/80          alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
[132]    0.0    0.00    0.00      80         alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
                0.00    0.00    5760/100400      alglib_impl::ae_fabs(double, alglib_impl::ae_state*) [37]
                0.00    0.00    2880/27440       alglib_impl::ae_fp_greater(double, double) [48]
                0.00    0.00    1920/53760       alglib_impl::ae_v_len(long, long) [41]
                0.00    0.00    1520/2400        alglib_impl::ae_minint(long, long, alglib_impl::ae_state*) [76]
                0.00    0.00     720/97040       alglib_impl::ae_fp_neq(double, double) [39]
                0.00    0.00     640/6480        alglib_impl::ae_v_move(double*, long, double const*, long, long) [63]
                0.00    0.00     640/640         alglib_impl::ae_v_moveneg(double*, long, double const*, long, long) [85]
                0.00    0.00     640/640         alglib_impl::rmatrixrank1(long, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [86]
                0.00    0.00     640/8480        alglib_impl::ae_v_muld(double*, long, long, double) [61]
                0.00    0.00      80/240         alglib_impl::matrixtilesizea(alglib_impl::ae_state*) [99]
                0.00    0.00      80/240         alglib_impl::matrixtilesizeb(alglib_impl::ae_state*) [100]
                0.00    0.00      80/80          alglib_impl::rmatrixplumkl(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [131]
-----------------------------------------------
                0.00    0.00      80/80          alglib_impl::rmatrixsolve(alglib_impl::ae_matrix*, long, alglib_impl::ae_vector*, long*, alglib_impl::densesolverreport*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [130]
[133]    0.0    0.00    0.00      80         alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
                0.00    0.00     720/53760       alglib_impl::ae_v_len(long, long) [41]
                0.00    0.00     720/6480        alglib_impl::ae_v_move(double*, long, double const*, long, long) [63]
                0.00    0.00     160/6480        alglib_impl::ae_malloc(unsigned long, alglib_impl::ae_state*) [62]
                0.00    0.00     160/400         alglib_impl::ae_matrix_init(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_state*, bool) [93]
                0.00    0.00      80/1760        alglib_impl::ae_frame_make(alglib_impl::ae_state*, alglib_impl::ae_frame*) [78]
                0.00    0.00      80/160         alglib_impl::ae_matrix_clear(alglib_impl::ae_matrix*) [105]
                0.00    0.00      80/400         alglib_impl::ae_touch_ptr(void*) [92]
                0.00    0.00      80/2720        alglib_impl::ae_vector_init(alglib_impl::ae_vector*, long, long, alglib_impl::ae_state*, bool) [75]
                0.00    0.00      80/240         alglib_impl::ae_matrix_set_length(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [101]
                0.00    0.00      80/80          alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
                0.00    0.00      80/80          alglib_impl::rmatrixlu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [138]
                0.00    0.00      80/1760        alglib_impl::ae_frame_leave(alglib_impl::ae_state*) [79]
                0.00    0.00      80/80          alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
-----------------------------------------------
                0.00    0.00      80/80          alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
[134]    0.0    0.00    0.00      80         alglib_impl::rmatrixlurcond1(alglib_impl::ae_matrix*, long, alglib_impl::ae_state*) [134]
                0.00    0.00      80/160         alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
-----------------------------------------------
                0.00    0.00      80/80          alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
[135]    0.0    0.00    0.00      80         alglib_impl::rmatrixlurcondinf(alglib_impl::ae_matrix*, long, alglib_impl::ae_state*) [135]
                0.00    0.00      80/160         alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
-----------------------------------------------
                0.00    0.00      80/80          alglib::real_2d_array::attach_to_ptr(long, long, double*) [141]
[136]    0.0    0.00    0.00      80         alglib_impl::ae_matrix_init_attach_to_x(alglib_impl::ae_matrix*, alglib_impl::x_matrix*, alglib_impl::ae_state*, bool) [136]
                0.00    0.00      80/6480        alglib_impl::ae_malloc(unsigned long, alglib_impl::ae_state*) [62]
-----------------------------------------------
                0.00    0.00      80/80          alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
[137]    0.0    0.00    0.00      80         alglib_impl::ae_maxint(long, long, alglib_impl::ae_state*) [137]
-----------------------------------------------
                0.00    0.00      80/80          alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
[138]    0.0    0.00    0.00      80         alglib_impl::rmatrixlu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [138]
                0.00    0.00     160/6240        alglib_impl::ae_assert(bool, char const*, alglib_impl::ae_state*) [64]
                0.00    0.00      80/240         alglib_impl::ae_vector_clear(alglib_impl::ae_vector*) [98]
-----------------------------------------------
                0.00    0.00      80/80          alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
[139]    0.0    0.00    0.00      80         alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00    4400/53760       alglib_impl::ae_v_len(long, long) [41]
                0.00    0.00    4000/6480        alglib_impl::ae_v_move(double*, long, double const*, long, long) [63]
                0.00    0.00    3600/3600        alglib_impl::xdot(alglib_impl::ae_vector*, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, double*, double*, alglib_impl::ae_state*) [67]
                0.00    0.00    3200/3200        alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*) [73]
                0.00    0.00    1120/100400      alglib_impl::ae_fabs(double, alglib_impl::ae_state*) [37]
                0.00    0.00     720/82400       alglib_impl::ae_maxreal(double, double, alglib_impl::ae_state*) [40]
                0.00    0.00     560/10000       alglib_impl::ae_fp_less(double, double) [60]
                0.00    0.00     480/2720        alglib_impl::ae_vector_init(alglib_impl::ae_vector*, long, long, alglib_impl::ae_state*, bool) [75]
                0.00    0.00     480/3280        alglib_impl::ae_vector_set_length(alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [69]
                0.00    0.00     400/400         alglib::_densesolverlsreport_owner::~_densesolverlsreport_owner() [95]
                0.00    0.00     400/400         alglib_impl::ae_v_add(double*, long, double const*, long, long) [94]
                0.00    0.00     160/960         alglib_impl::ae_sqrt(double, alglib_impl::ae_state*) [83]
                0.00    0.00     160/160         alglib_impl::rcondthreshold(alglib_impl::ae_state*) [104]
                0.00    0.00     160/160         alglib_impl::rmatrixlefttrsm(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [106]
                0.00    0.00      80/1760        alglib_impl::ae_frame_make(alglib_impl::ae_state*, alglib_impl::ae_frame*) [78]
                0.00    0.00      80/400         alglib_impl::ae_touch_ptr(void*) [92]
                0.00    0.00      80/160         alglib_impl::ae_matrix_clear(alglib_impl::ae_matrix*) [105]
                0.00    0.00      80/240         alglib_impl::ae_matrix_set_length(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [101]
                0.00    0.00      80/80          alglib_impl::rmatrixlurcond1(alglib_impl::ae_matrix*, long, alglib_impl::ae_state*) [134]
                0.00    0.00      80/80          alglib_impl::rmatrixlurcondinf(alglib_impl::ae_matrix*, long, alglib_impl::ae_state*) [135]
                0.00    0.00      80/1760        alglib_impl::ae_frame_leave(alglib_impl::ae_state*) [79]
-----------------------------------------------
                0.00    0.00      80/80          solve(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [127]
[140]    0.0    0.00    0.00      80         alglib::rmatrixsolve(alglib::real_2d_array const&, long, alglib::real_1d_array const&, long&, alglib::densesolverreport&, alglib::real_1d_array&, alglib::xparams) [140]
                0.00    0.00      80/160         alglib_impl::ae_state_init(alglib_impl::ae_state*) [102]
                0.00    0.00      80/160         alglib_impl::ae_state_set_break_jump(alglib_impl::ae_state*, __jmp_buf_tag (*) [1]) [110]
                0.00    0.00      80/80          alglib::ae_vector_wrapper::c_ptr() [146]
                0.00    0.00      80/80          alglib::ae_vector_wrapper::c_ptr() const [151]
                0.00    0.00      80/80          alglib::ae_matrix_wrapper::c_ptr() const [150]
                0.00    0.00      80/80          alglib_impl::rmatrixsolve(alglib_impl::ae_matrix*, long, alglib_impl::ae_vector*, long*, alglib_impl::densesolverreport*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [130]
                0.00    0.00      80/160         alglib_impl::ae_state_clear(alglib_impl::ae_state*) [103]
-----------------------------------------------
                0.00    0.00      80/80          solve(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [127]
[141]    0.0    0.00    0.00      80         alglib::real_2d_array::attach_to_ptr(long, long, double*) [141]
                0.00    0.00      80/80          alglib_impl::ae_matrix_init_attach_to_x(alglib_impl::ae_matrix*, alglib_impl::x_matrix*, alglib_impl::ae_state*, bool) [136]
-----------------------------------------------
                0.00    0.00      80/80          solve(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [127]
[142]    0.0    0.00    0.00      80         alglib::real_2d_array::real_2d_array() [142]
                0.00    0.00      80/80          alglib::ae_matrix_wrapper::ae_matrix_wrapper(long) [144]
-----------------------------------------------
                0.00    0.00      80/80          solve(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [127]
[143]    0.0    0.00    0.00      80         alglib::real_2d_array::~real_2d_array() [143]
-----------------------------------------------
                0.00    0.00      80/80          alglib::real_2d_array::real_2d_array() [142]
[144]    0.0    0.00    0.00      80         alglib::ae_matrix_wrapper::ae_matrix_wrapper(long) [144]
                0.00    0.00      80/6480        alglib_impl::ae_malloc(unsigned long, alglib_impl::ae_state*) [62]
                0.00    0.00      80/400         alglib_impl::ae_matrix_init(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_state*, bool) [93]
-----------------------------------------------
                0.00    0.00      80/80          solve(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [127]
[145]    0.0    0.00    0.00      80         alglib::ae_matrix_wrapper::~ae_matrix_wrapper() [145]
                0.00    0.00      80/3200        alglib_impl::ae_free(void*) [71]
-----------------------------------------------
                0.00    0.00      80/80          alglib::rmatrixsolve(alglib::real_2d_array const&, long, alglib::real_1d_array const&, long&, alglib::densesolverreport&, alglib::real_1d_array&, alglib::xparams) [140]
[146]    0.0    0.00    0.00      80         alglib::ae_vector_wrapper::c_ptr() [146]
-----------------------------------------------
                0.00    0.00      80/80          solve(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [127]
[147]    0.0    0.00    0.00      80         alglib::densesolverreport::densesolverreport() [147]
                0.00    0.00      80/80          alglib::_densesolverreport_owner::_densesolverreport_owner() [149]
-----------------------------------------------
                0.00    0.00      80/80          solve(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [127]
[148]    0.0    0.00    0.00      80         alglib::densesolverreport::~densesolverreport() [148]
                0.00    0.00      80/400         alglib_impl::ae_touch_ptr(void*) [92]
-----------------------------------------------
                0.00    0.00      80/80          alglib::densesolverreport::densesolverreport() [147]
[149]    0.0    0.00    0.00      80         alglib::_densesolverreport_owner::_densesolverreport_owner() [149]
                0.00    0.00      80/160         alglib_impl::ae_state_init(alglib_impl::ae_state*) [102]
                0.00    0.00      80/160         alglib_impl::ae_state_set_break_jump(alglib_impl::ae_state*, __jmp_buf_tag (*) [1]) [110]
                0.00    0.00      80/6480        alglib_impl::ae_malloc(unsigned long, alglib_impl::ae_state*) [62]
                0.00    0.00      80/400         alglib_impl::ae_touch_ptr(void*) [92]
                0.00    0.00      80/160         alglib_impl::ae_state_clear(alglib_impl::ae_state*) [103]
-----------------------------------------------
                0.00    0.00      80/80          alglib::rmatrixsolve(alglib::real_2d_array const&, long, alglib::real_1d_array const&, long&, alglib::densesolverreport&, alglib::real_1d_array&, alglib::xparams) [140]
[150]    0.0    0.00    0.00      80         alglib::ae_matrix_wrapper::c_ptr() const [150]
-----------------------------------------------
                0.00    0.00      80/80          alglib::rmatrixsolve(alglib::real_2d_array const&, long, alglib::real_1d_array const&, long&, alglib::densesolverreport&, alglib::real_1d_array&, alglib::xparams) [140]
[151]    0.0    0.00    0.00      80         alglib::ae_vector_wrapper::c_ptr() const [151]
-----------------------------------------------
                0.00    0.00      80/80          rungeKutta4(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double) [2]
[152]    0.0    0.00    0.00      80         std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [152]
-----------------------------------------------
                0.00    0.00      22/22          rungeKutta4(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double) [2]
[153]    0.0    0.00    0.00      22         save(double&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [153]
-----------------------------------------------
                0.00    0.00      21/21          rungeKutta4(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double) [2]
[154]    0.0    0.00    0.00      21         save(std::vector<double, std::allocator<double> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [154]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[155]    0.0    0.00    0.00       1         _GLOBAL__sub_I_Am [155]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[156]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z12plotteMatrixRSt6vectorIS_IdSaIdEESaIS1_EE [156]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[157]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z4stepiddddbbbRSt6vectorIdSaIdEES2_idNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE [157]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[158]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z5euleriddddbbbSt6vectorIdSaIdEES1_idNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEES7_id [158]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[159]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z5solveRSt6vectorIS_IdSaIdEESaIS1_EERS1_ [159]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[160]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN11alglib_impl23getrdfserializationcodeEPNS_8ae_stateE [160]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[161]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN11alglib_impl30_alglib_global_threading_flagsE [161]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[162]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6alglib19_sparsematrix_ownerC2Ev [162]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[163]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6alglib24_densesolverreport_ownerC2Ev [163]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[164]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6alglib26_kdtreerequestbuffer_ownerC2Ev [164]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2082]
[165]    0.0    0.00    0.00       1         _GLOBAL__sub_I_main [165]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [155] _GLOBAL__sub_I_Am      [87] alglib_impl::rmatrixrank1f(long, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [66] alglib_impl::ae_v_subd(double*, long, double const*, long, long, double)
 [156] _GLOBAL__sub_I__Z12plotteMatrixRSt6vectorIS_IdSaIdEESaIS1_EE [133] alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [138] alglib_impl::rmatrixlu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*)
 [157] _GLOBAL__sub_I__Z4stepiddddbbbRSt6vectorIdSaIdEES2_idNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE [79] alglib_impl::ae_frame_leave(alglib_impl::ae_state*) [73] alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*)
 [158] _GLOBAL__sub_I__Z5euleriddddbbbSt6vectorIdSaIdEES1_idNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEES7_id [93] alglib_impl::ae_matrix_init(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_state*, bool) [80] alglib_impl::rcond_rmatrixestimatenorm(long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_vector*, double*, long*, alglib_impl::ae_state*)
 [159] _GLOBAL__sub_I__Z5solveRSt6vectorIS_IdSaIdEESaIS1_EERS1_ [103] alglib_impl::ae_state_clear(alglib_impl::ae_state*) [112] alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*)
 [160] _GLOBAL__sub_I__ZN11alglib_impl23getrdfserializationcodeEPNS_8ae_stateE [75] alglib_impl::ae_vector_init(alglib_impl::ae_vector*, long, long, alglib_impl::ae_state*, bool) [56] alglib_impl::safesolve_cbasicsolveandupdate(alglib_impl::ae_complex, alglib_impl::ae_complex, double, double, double, double*, alglib_impl::ae_complex*, alglib_impl::ae_state*)
 [161] _GLOBAL__sub_I__ZN11alglib_impl30_alglib_global_threading_flagsE [104] alglib_impl::rcondthreshold(alglib_impl::ae_state*) [139] alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*)
 [162] _GLOBAL__sub_I__ZN6alglib19_sparsematrix_ownerC2Ev [105] alglib_impl::ae_matrix_clear(alglib_impl::ae_matrix*) [140] alglib::rmatrixsolve(alglib::real_2d_array const&, long, alglib::real_1d_array const&, long&, alglib::densesolverreport&, alglib::real_1d_array&, alglib::xparams)
 [163] _GLOBAL__sub_I__ZN6alglib24_densesolverreport_ownerC2Ev [51] alglib_impl::ae_v_dotproduct(double const*, long, double const*, long, long) [113] alglib::real_1d_array::attach_to_ptr(long, double*)
 [164] _GLOBAL__sub_I__ZN6alglib26_kdtreerequestbuffer_ownerC2Ev [98] alglib_impl::ae_vector_clear(alglib_impl::ae_vector*) [114] alglib::real_1d_array::real_1d_array()
 [165] _GLOBAL__sub_I_main    [99] alglib_impl::matrixtilesizea(alglib_impl::ae_state*) [115] alglib::real_1d_array::~real_1d_array()
 [123] convertMMatrix(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >) [100] alglib_impl::matrixtilesizeb(alglib_impl::ae_state*) [84] alglib::real_1d_array::operator[](long)
  [13] A(double, double, int, std::vector<double, std::allocator<double> >&, int) [106] alglib_impl::rmatrixlefttrsm(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [141] alglib::real_2d_array::attach_to_ptr(long, long, double*)
  [14] B(double, double, int, std::vector<double, std::allocator<double> >&, int) [134] alglib_impl::rmatrixlurcond1(alglib_impl::ae_matrix*, long, alglib_impl::ae_state*) [142] alglib::real_2d_array::real_2d_array()
 [124] K(int, double, double) [57] alglib_impl::ae_fp_greater_eq(double, double) [143] alglib::real_2d_array::~real_2d_array()
   [5] V(int, int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [107] alglib_impl::rmatrixlefttrsmf(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [144] alglib::ae_matrix_wrapper::ae_matrix_wrapper(long)
